employee_id,age,salary,email,signup_date,department
E0131,36,8366.47,user131@example.com,2024-06-02,Sales
E0185,20,7263.63,user185_example.com,2024-07-01,Finance
E0172,52,12041.03,user172@example.com,2024-07-31,Sales
E0363,22,6710.06,user363@example.com,2024-10-01,
E0280,22,12346.75,user280@example.com,2024-03-22,Engineering
E0349,,20873.02,user349@example.com,2024-10-22,Finance
E0497,53,8911.54,user497@example.com,2025-03-16,Finance
E0122,20,6145.71,user122@example.com,2024-07-16,Sales
E0091,64,4594.31,user91@example.com,2024-11-12,Sales
E0412,26,22978.0,user412@example.com,2024-02-16,Engineering
E0478,27,17954.57,user478@example.com,2025-01-03,Sales
E0408,60,15998.92,user408@example.com,2024-12-07,Engineering
E0326,51,23970.88,user326@example.com,2024-06-16,Engineering
E0243,43,4975.22,user243@example.com,2024-10-19,Sales
E0327,,17872.18,user327@example.com,2024-02-20,Finance
E0318,31,11047.45,user318@example.com,2024-08-11,Engineering
E0239,,17850.87,user239@example.com,2024-12-31,Marketing
E0139,,4623.87,user139@example.com,2025-04-09,Sales
E0455,65,23271.85,user455@example.com,2024-05-09,Marketing
E0308,22,10475.98,user308@example.com,2025-05-05,Marketing
E0180,44,22136.23,user180@example.com,2024-01-28,Marketing
E0217,41,22149.87,user217@example.com,2025-01-29,HR
E0218,35,13049.44,user218@example.com,2024-09-16,Sales
E0225,21,24348.95,user225@example.com,2025-05-14,Sales
E0107,64,7548.06,user107@example.com,2024-11-11,Engineering
E0119,39,16233.13,user119@example.com,2024-03-03,Sales
E0227,,14342.42,user227@example.com,2024-02-19,Sales
E0082,37,21116.92,user82@example.com,2024-01-05,Sales
E0253,43,10216.48,user253@example.com,2024-12-23,HR
E0148,65,14560.05,user148@example.com,2024-05-15,Finance
E0353,18,23577.15,user353@example.com,2024-01-23,Finance
E0500,47,24380.23,user500@example.com,2025-03-13,Marketing
E0244,27,20342.65,user244@example.com,2024-11-24,Marketing
E0048,27,7999.71,user48@example.com,2024-12-17,Marketing
